title,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
Safety Manager (FMCG),"J.S.Technical Services Co., Ltd.",Others,Degree,10 years,Permanent,Paper,Engineering,125000
Senior/ Marketing Executive (QSR/ Restaurant/ FMCG/ Retail),"iBingo Consulting Co., Ltd.",Pathumwan,Degree,5 years,"Full Time, Permanent",Human Resources Management,Product Management,45000
Sales Manager,"Cashbox Auto Co., Ltd.",Bangkok,Degree,5 years,Full Time,Retail,Sales,50000
Senior Recruitment Consultant,Criterion Asia Recruitment,Bangkok,Degree,3 years,"Full Time, Permanent",Consultancy,Admin & HR,72500
Purchasing Officer (1+ yr exp in Purchasing,"Smartcruit Consultant Co., Ltd.",Bangna,Degree,1 year,"Full Time, Permanent",Engineering - Electrical,Purchasing,22500
Sales Representative (Event and Booth Channel),"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Marketing Services,CS & Business Devpt,27500
Purchasing Officer (1+ yr exp in Purchasing,"Smartcruit Consultant Co., Ltd.",Bangna,Degree,1 year,"Full Time, Permanent",Mechanical,Merchandising & Purchasing,22500
Call Center (Customer Representative) / เจ้าหน้าที่บริการลูกค้าทางโทรศัพท์,FedEx Express,Klongtoey,Diploma of High Vocational Education,N/A,"Full Time, Permanent",Shipping,Call Centre,22500
Graphic Designer / Video Editor,"Cruise Guru Co., Ltd.",Bangkok,Degree,Not Specified,"Full Time, Internship, Part Time",Travel Agency,Marketing Communication,20500
Office Assistant,"North China Power Engineering Co., Ltd. of China Power Engineering Consulting Group",Huaykwang,Degree,1 year,Full Time,Mechanical,Admin & HR,27500
Customer Service Officer (New graduate are welcome),"Gogoprint (Thailand) Co., Ltd.",Phayathai,Degree,N/A,Full Time,Publishing,Sales,22500
Business Development & Marketing Manager/ผู้จัดการแผนกพัฒนาธุรกิจและการตลาด,ADGES Consulting,Wattana,Degree,3 years,"Full Time, Permanent",Service,Professional Services,40000
Sales Executives  (Raw Material,"Centasia Co., Ltd.",Bangkok,Degree,1 year,"Full Time, Permanent",Plastic,Sciences,20500
Sales and Marketing (Japanese Speaking),"Jmax Recruitment Co., Ltd.",Sathorn,Degree,2 years,Full Time,Electronics,Sales Management,62500
Database Analyst and Salesforce Specialist,"Tangible Solutions Co., Ltd.",Wattana,Degree,3 years,Full Time,Advertising,Software Development,45000
PH ACE Specialist (Pizza Hut Thailand),Thoresen Thai Agencies Public Company Limited,Pathumwan,Not Specified,Not Specified,"Full Time, Permanent",Shipping,Others,32500
โฟร์แมนควบคุมงานก่อสร้างและโยธา/โฟร์แมนควบคุมงานก่อสร้างและโยธา,"95 Group Co., Ltd./บริษัท 95 กรุ๊ปจำกัด",Bangsue,Not Specified,5 years,Permanent,Architecture,Architectural Services,20500
HR Specialist (Strategy) / Senior HR,Q Hunter Company Limited,Ladprao,Degree,3 years,Permanent,Clothing,Admin & HR,35000
Business Development & Marketing Manager/ผู้จัดการแผนกพัฒนาธุรกิจและการตลาด,ADGES Consulting,Wattana,Degree,3 years,"Full Time, Permanent",Service,Management,40000
Senior HRD Manager,"J.S.Technical Services Co., Ltd.",Bangkok,Master,10 years,Permanent,Building,Employee Relations,105000
R&D Chemist Packaging or OEM Automotive ( 40,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,2 years,Full Time,Paper,R&D,37500
Sales Representative,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Public Relations,Business Development,27500
Sales Engineer Supervisor for Package Boiler,"FIFTH CONSULTING PLACEMENT CO., LTD.",Bangrak,Degree,5 years,Full Time,Manufacturing,Technical Sales,25000
Accounting Manager/Supervisor/ผู้จัดการฝ่าย/แผนกบัญชีและการเงิน,"Cheer Group Holdings Co., Ltd./บริษัท เชียร์ กรุ๊ป โฮลดิ้งส์ จำกัด",Bangkok Area - Nakornpatom,Degree,5 years,"Full Time, Permanent",Catering,Accounting,42500
SALES REPRESENTATIVE for Bangkok area,"SDA Medical Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Pharmaceutical,Medical Services,21500
Team Assistant,"NAPASORN SERVICE GROUP CO., LTD.",Huaykwang,Degree,> 20,Contract,Consultancy,Personal Assistant,23000
พนักงานขายสินค้าเครื่องใช้ไฟฟ้า (HA)    2   อัตรา,CHIANG MAI SIAM T. V. COMPANY LIMITED,Chiang Mai,Diploma of High Vocational Education,2 years,"Full Time, Permanent",Wholesale,Retail Sales,18000
.Net Programmer[25,"Global Edge Asia Co., Ltd/บริษัท โกลบอล เอดจ์ เอเซีย จำกัด",Wattana,Degree,2 years,"Contract, Full Time, Permanent, Temporary",Information Technology,Application Specialist - Software,40000
Sales Representative /พนักงานขายสร้อยข้อมือ,Harmenstone,Pathumwan,Not Specified,Not Specified,"Full Time, Permanent",Gems,Public Relations,25000
Senior Account Executive/ AE  (Catering service),"Monkey can fly co.,ltd",Prakanong,Not Specified,2 years,Full Time,Food and Beverage,Creative,22500
Cutting Tools Application Engineer,JAC International,Yannawa,Degree,5 years,Permanent,Electronic,Electronics,42500
IT Support /IT Helpdesk,"N A T Consulting Co.,Ltd.",Jatuchak,Diploma of High Vocational Education,N/A,Full Time,Information Technology,Customer Service,16500
IT Officer/ เจ้าหน้าที่ไอทีคลินิก,CHIANG MAI SIAM T. V. COMPANY LIMITED,Chiang Mai,Diploma of High Vocational Education,1 year,"Full Time, Permanent",Wholesale,Information Technology (IT),14500
Sales Representative (Event and Booth Channel),"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Marketing Services,Sales Management,27500
Office Administrator,"Doulon Electronics Co., Ltd",Wattana,Not Specified,Not Specified,Full Time,Mechanical,Secretary,20500
Shipping and Customer Service,"Team Farang Co., Ltd./บจก. ทีม ฝรั่ง",Bangna,(N/A),N/A,"Contract, Full Time, Permanent",Textile,Merchandising & Purchasing,22500
Recruitment Consultant (RC),Page Group Thailand,Others,Degree,1 year,"Full Time, Permanent",Management Consultancy,CS & Business Devpt,67500
Senior Partnership Manager,Page Group Thailand,Bangkok,Degree,5 years,"Full Time, Permanent",Publishing,Marketing,105000
SAP Application Support (SD/MM//WM/FI/CO),"C.J. Express Group Co., Ltd.",Bangrak,Degree,1 year,Full Time,Retail,Information Technology (IT),45000
Database Analyst and Salesforce Specialist,"Tangible Solutions Co., Ltd.",Wattana,Degree,3 years,Full Time,Marketing Services,Programming,45000
National Sales Executive/เจ้าหน้าที่บริหารงานขาย,iPick Marketing Thailand/iPick การตลาด,Bangkok,Not Specified,Not Specified,"Contract, Freelance, Full Time, Part Time, Permanent, Temporary",Public Relations,Account Servicing,32500
ผู้จัดการเขตฝ่ายขาย,"GOLD MASTER (PUBLIC) CO., LTD.",Bangkok,Degree,3 years,Permanent,Watches,Sales,22500
Graphic Design/VDO Editing /พนักงานกราฟฟิค/ติดต่อวีดีโอ,บริษัท ฮาโกะ สโตร์ จำกัด,Phrapradaeng,Degree,Not Specified,"Full Time, Permanent",Trading and Distribution,Design,22500
Vendor Relations Manager (BTS Phrom Phong),The Lorry Online Sdn Bhd,Wattana,Degree,3 years,Full Time,Freight Forwarding,Supply Chain,37500
Human Resource Officer/เจ้าหน้าที่ฝ่ายบุคคล,"EIJI SKIN EXPERT CO., LTD.",Central,Degree,2 years,Full Time,Health & Beauty Care,Operation,22500
HOTEL MANAGER,Global Rooms LTD.,Bangrak,(N/A),N/A,"Full Time, Permanent",Catering,Hospitality,62500
Sales Representative/เจ้าหน้าที่บริหารงานขายและการตลาด,I.D.E.A  (Infinite Development Expert Association Ltd.),Bangrak,Degree,N/A,"Full Time, Permanent",Public Relations,Sales,20500
Online Sales/พนักงานขายออนไลน์,"Nitan Co.,ltd",Dusit,High School Certificate,N/A,"Full Time, Permanent",Clothing,Sales,16500
Senior HR Officer (30,Adecco Japanese,Prakanong,Not Specified,Not Specified,Full Time,Manufacturing,Admin & HR,32500
Import logistics operator,"FENCHEM (THAILAND) CO., LTD.",Wattana,Degree,3 years,Full Time,Health & Beauty Care,Transportation & Logistics,30000
Sales Executive/เจ้าหน้าที่บริหารงานขาย,"New Registon Co., Ltd./นิว รีจิสตัน คอมปะนี ลิมิเต็ด",Bangna,Degree,N/A,Full Time,Manufacturing,Sales,27500
Procurement Specialist ( 40,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,2 years,Full Time,Paper,Purchasing,45000
E,Central Retail Corporation Ltd. (JD ecommerce),Bangkok,Degree,2 years,Full Time,Wholesale,Training & Development,40000
Telesales/พนักงานเทเลเซลล์,"EIJI SKIN EXPERT CO., LTD.",Others,Degree,N/A,"Full Time, Permanent",Health & Beauty Care,CS & Business Devpt,14500
PHP DEVELOPER,PRTR Recruitment & Outsourcing,Wattana,Degree,3 years,"Full Time, Permanent",Information Technology,Information Technology (IT),57500
Sales Representative,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Marketing Services,Marketing,27500
Driver / พนักงานขับรถขนส่ง (สาขาลำพูน),CHIANG MAI SIAM T. V. COMPANY LIMITED,Chiang Mai,Diploma of High Vocational Education,N/A,"Full Time, Permanent",Retail,Others,14500
Sales Representative (Event and Booth Channel),"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Public Relations,Public Relations,27500
Assistant Sales Manager / ผู้ช่วยผู้จัดการฝ่ายขาย,Competizioni Moto/คอมเพททิชันนี่ โมโต,Suanluang,Degree,2 years,"Full Time, Permanent",Wholesale,CS & Business Devpt,52500
Service Engineer (Medical Device),DKSH (Thailand) Limited : Business Unit - Technology,Prakanong,Degree,2 years,Full Time,Trading and Distribution,Others,42500
พนักงานขายมือถือ  2   อัตรา,CHIANG MAI SIAM T. V. COMPANY LIMITED,Chiang Mai,Diploma of High Vocational Education,2 years,"Full Time, Permanent",Wholesale,CS & Business Devpt,18000
Sales Engineer/วิศวกรขาย,"Master Com Engineering Co., Ltd.",Pasicharoen,Not Specified,Not Specified,Permanent,Mechanical,Sales,25500
Accounting Manager/ผู้จัดการฝ่ายบัญชีการเงิน,"Aesthetic Zecret (AT-ZE) Co., Ltd.",Wangthonglang,Degree,5 years,Full Time,Health & Beauty Care,Accounting,57500
Sales Coordinator/Import,"Good Job Professional (Thailand) Co., Ltd./กู็ด จ๊อบ โปรเพสชัลแนล",Bangkok,Degree,1 year,Full Time,Consultancy,Admin & HR,23000
Sales Engineer for Grinding and Turning Machines,JAC International,Prakanong,Degree,N/A,Permanent,Mechanical,CS & Business Devpt,50000
Senior Accountant/Senior Accountant,Adecco Phaholyothin Limited,Sathorn,Degree,5 years,Full Time,Medical,Accounting,72500
Sales Representative (Event and Booth Channel),"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Public Relations,Public Relations,27500
Supply Chain Manager Job (Electronics Manufacturing),"Monroe Recruitment Consulting Group Co., Ltd.",Bangkok,Degree,10 years,Full Time,Electrical Equipment,Transportation & Logistics,140000
Supply Assistant / Sales person,RLC RECYCLING LTD/RLC RECYCLING LTD.,Bangsaotong,(N/A),N/A,"Full Time, Part Time, Permanent",Others,No Experience,37500
Senior Human Resource Officer/เจ้าหน้าที่บุคคลอาวุโส,"J & P Fragrances Co., Ltd.",Sathorn,Degree,3 years,Full Time,Retail,Admin & HR,25000
Sales IT (software) 70,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,5 years,Full Time,Information Technology,CS & Business Devpt,82500
Senior Talent Acquisition Executive / Senior HR Recruiter,"Gogoprint (Thailand) Co., Ltd.",Phayathai,Degree,2 years,"Full Time, Permanent",Information Technology,Employee Relations,37500
Jewelry designer,"Chokas Jewelry Co., Ltd.",Pranakorn,Degree,1 year,"Full Time, Internship",Jewellery,Design,19000
Logistics Officer,"Osstem (Thailand) Co., Ltd.",Klongtoey,Diploma of High Vocational Education,1 year,Full Time,Medical,Supply Chain,18000
Sales Executive,"Brand Identity and Innovation Co., Ltd.",Bangkruai,Degree,1 year,Full Time,Trading and Distribution,Distribution,22500
Procurement Executive,"Staffers Recruitment Consultants Co., Ltd.",Sathorn,Not Specified,Not Specified,Contract,Plastic,Sourcing,35000
Web Developer (Wordpress & PHP) [Urgent!],"AG DRAGON CO., LTD.",Jatuchak,Degree,2 years,"Contract, Full Time, Permanent",Retail,Programming,25000
NETWORK ENGINEER,"GreenWill Solution Co., Ltd.",Pathumwan,Degree,2 years,"Full Time, Permanent",Telecommunication,Telecomm,25000
Technical Support & Training Specialist,ICA Ortho Services Pte Ltd,Klongtoey,Not Specified,Not Specified,Full Time,Pharmaceutical,Information Technology (IT),57500
Hr. Staff & Administration Officer.,JAC AYUTTHAYA,Bangkok Area - Pathumthani,Degree,2 years,Full Time,Human Resources Management,Administration,22500
Internal Auditor,"Bangkok Airways Co., Ltd.",Jatuchak,Degree,1 year,"Full Time, Permanent",Mass Transportation,Professional Services,20500
Executive Company Secretary ( Lad Krabang) 50,MRI Worldwide Recruitment (Thailand) Ltd.,Ladkrabang,Degree,3 years,Full Time,Petrochemical,Administration,57500
PEOPLES MANAGER,Global Rooms LTD.,Bangrak,Degree,3 years,"Full Time, Permanent",Hospitality,Others,80000
Assistant and secretary,"Siam MT Co., Ltd.",Klongtoey,Diploma of High Vocational Education,3 years,"Full Time, Permanent",Consultancy,Secretary,30000
Project Sales Executive,"PHROMLIKHIT LUCK CO., LTD./บริษัท พรหมลิขิต ลัค จำกัด",Suanluang,Not Specified,2 years,"Full Time, Permanent",Building,CS & Business Devpt,27500
Finance & Accounting Officer,"CloudCommerce Co., Ltd.",Laksri,Degree,2 years,"Full Time, Permanent",Delivery,Accounting,20500
Export Assistant Manager (7+ yrs in Customer Service,"Smartcruit Consultant Co., Ltd.",Bangkok,Degree,7 years,"Full Time, Permanent",Shipping,Customer Service,40000
Technical Consultant (25,MFEC Public Company Limited,Dindaeng,Degree,N/A,"Full Time, Permanent",Information Technology,Information Technology (IT),27500
Accounting,"Plaimanas Industries Co., Ltd.",Bangrak,Not Specified,1 year,Full Time,Others,Operation,25000
F&B Manager,Thelifeco (Thailand) Ltd.,Phuket,Degree,8 years,"Full Time, Permanent",Health & Beauty Care,Hospitality,32500
Sales Officer  / พนักงานขาย,S2K Foods Company Limited,Saraburi,Degree,N/A,"Full Time, Permanent",General Business Services,Sales,16500
