title,level,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
Receptionist and Admin Officer (Part,Middle,"The Best Beginning Co., Ltd.",Klongtoey,Degree,N/A,Full Time,Health & Beauty Care,Admin & HR > Administration / Operation / Clerical Support,11500
Oversea Sales 1 Position,"","Bangkok Interfood Co., Ltd.",Klongsan,Degree,3 years,Permanent,Food and Beverage / Catering,"Marketing / Public Relations > Others , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Others",32500
Garment/ Apparel Production Manager/ผู้จัดการฝ่ายผลิตเสื้อผ้า,"",ห้องเสื้อพิจิตรา,Klongtoey,Degree,5 years,"Contract, Full Time, Permanent",Human Resources Management / Consultancy,"Manufacturing > Garment / Textile , Manufacturing > Others , Manufacturing > Quality Assurance, Control & Testing / ISO",19000
Sales Engineer /Sales Representative,Entry Level,"Good Job Professional (Thailand) Co., Ltd./กู็ด จ๊อบ โปรเพสชัลแนล",Bangkok,Degree,1 year,Full Time,Human Resources Management / Consultancy,"Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",27500
Data Processing,"","INSIGHTASIA RESEARCH GROUP (THAILAND) CO., LTD.",Bangrak,(N/A),2 years,Full Time,Management Consultancy / Service,Marketing / Public Relations > Market Research,30000
Key Account Manager (Logistics) 80,Senior,Fircroft (Thailand) Limited,Bangkok,(N/A),5 years,Full Time,Freight Forwarding / Delivery / Shipping,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Sales Management , Sales, CS & Business Devpt > Others",95000
Graphic Designer (6,"","Skillpower Services (Thailand) Co., Ltd.",Wattana,Degree,1 year,"Contract, Full Time, Temporary",Health & Beauty Care,Media & Advertising > Creative / Design,27500
ACCOUNT EXECUTIVE / SENIOR ACCOUNT EXECUTIVE / ACCOUNT MANAGER,"","Communication One Co., Ltd.",Huaykwang,Degree,1 year,Permanent,Advertising / Public Relations / Marketing Services,"Marketing / Public Relations > Marketing General , Marketing / Public Relations > Marketing Communication , Marketing / Public Relations > Event Marketing",32500
Civil Engineer Assistant Manager(Site Staff),Not Specified,Kelly Services,Others,Not Specified,Not Specified,"Contract, Full Time","Engineering - Building, Civil, Construction / Quantity Survey",Building & Construction > Building / Construction / QS,50000
Graphic design/กราฟฟิค ดีไซน์ ประจำออฟฟิศงามวงศ์วาน(ยินดีรับเด็กจบใหม่),Entry Level,NEXTEC CONSTRUCTION AND DESIGN COMPANY LIMITED,Central,Diploma of High Vocational Education,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Design > Graphics , Marketing / Public Relations > Marketing Communication",25500
Senior Software Engineer,"",JAC International,Bangkok,Degree,3 years,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > Programming / Software Development",62500
Business Development Manager,"","Volcano Tec (Thailand) co., Ltd.",Rayong,Not Specified,3 years,"Full Time, Permanent",Chemical / Plastic / Paper / Petrochemical,"Marketing / Public Relations > Management , Marketing / Public Relations > Marketing General",50000
Data Engineer,"","Gamespace (Thailand) Co., Ltd.",Yannawa,Degree,2 years,Full Time,Information Technology,"Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Others , Others > Student / Fresh Graduate / No Experience",40000
Online Marketing Manager,"",Com7 Public Company Limited,Bangna,Degree,10 years,Full Time,Wholesale / Retail,Media & Advertising > Strategic Planning,95000
Sales Representative,"","e-Synergy (Thailand) Co., Ltd.",Sathorn,Degree,3 years,Full Time,Information Technology,"Sales, CS & Business Devpt > Account Servicing",40000
Compliance,"",Dhipaya Insurance Company Limited,Yannawa,Degree,1 year,Full Time,Insurance / Pension Funding,Professional Services > Legal & Compliance,27500
Sales Engineer/Manager,Senior,Diamond Key International (Thailand) Ltd.,Bangkok,Degree,3 years,Full Time,Energy / Power / Water / Oil & Gas / Waste Management,"Marketing / Public Relations > Brand / Product Management , Sales, CS & Business Devpt > Sales Management , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",62500
Graphic Designer,"","In Chern Trading Co., Ltd.",Samutprakarn > Muang,(N/A),N/A,Full Time,Wholesale / Retail,"Design > Graphics , Design > Web Design , Media & Advertising > Editorial / Journalism",25000
Import logistics operator,"","FENCHEM (THAILAND) CO., LTD.",Wattana,Degree,3 years,Full Time,Health & Beauty Care,Transportation & Logistics > Export Import,30000
Internal Auditor,"","Bangkok Airways Co., Ltd.",Jatuchak,Degree,1 year,"Full Time, Permanent",Mass Transportation,"Accounting > General Accounting , Accounting > Audit , Professional Services > Legal & Compliance",20500
Country Sales Manager (Pharmaceutical) – Bangkok – International Company – Up To 90,"",RSM Recruitment (Thailand) Limited,Bangkok,Degree,5 years,Full Time,Medical / Pharmaceutical,"Beauty Care / Health > Others , Sales, CS & Business Devpt > Retail Sales , Sales, CS & Business Devpt > Direct",72500
Production Engineer at Bangchan Industrial Estate (2 Positions),"",JAC International,Kannayao,Degree,3 years,Permanent,Manufacturing,"Engineering > Engineering Project Management , Engineering > Industrial , Engineering > Manufacturing & Production",30000
Service Engineer (Medical Device),"",DKSH (Thailand) Limited : Business Unit - Technology,Prakanong,Degree,2 years,Full Time,Trading and Distribution,Medical Services > Others,42500
Application Advisor,"","Orisoft (Thailand) Co., Ltd.",Sathorn,Degree,3 years,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Support , Information Technology (IT) > IT Consulting",40000
Senior Supervisor,"",Colgate-Palmolive (Thailand) Limited,Chonburi,Degree,5 years,"Full Time, Permanent",Others,Others > Others,57500
Online Marketing Officer/เจ้าหน้าที่การตลาดออนไลน์,"","Celeste (Thailand) Co., Ltd.",Bangkoknoi,Degree,N/A,"Full Time, Permanent",Medical / Pharmaceutical,"Marketing / Public Relations > Brand / Product Management , Marketing / Public Relations > Marketing General , Marketing / Public Relations > Marketing Communication",14500
Full Stack Engineer,Middle,RSM Recruitment (Thailand) Limited,Bangkok,Degree,5 years,Full Time,Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Application Specialist - Network",62500
Junior Telecom Engineer for Customer Complaints /ประจำจังหวัดชลบุรี 4 ตำแหน่ง และประจำจังหวัดนครราชสีมา 4 ตำแหน่ง,"","Carenet and Business Management Recruitment Co., Ltd.",Bangkok,Degree,N/A,Contract,Information Technology,"Engineering > Telecommunication / Wireless / Radio , Information Technology (IT) > Network & System , Telecomm > GSM Engineering",18000
Recruitment Officer/เจ้าหน้าที่สรรหาว่าจ้าง,Not Specified,"FOOD PROJECT (SIAM) CO., LTD.",Yannawa,Degree,2 years,Full Time,Food and Beverage / Catering,Admin & HR > Recruitment / Executive Search,20500
HR/HRD consultant (including assistant),"","FIFTH CONSULTING CO., LTD.",Bangrak,Degree,2 years,"Full Time, Permanent",Human Resources Management / Consultancy,"Admin & HR > Recruitment / Executive Search , Admin & HR > Training & Development",25500
Marketing Executive,"","The Mall Group Co., Ltd.",Bangkapi,Degree,1 year,Full Time,Wholesale / Retail,"Marketing / Public Relations > Management , Marketing / Public Relations > Marketing General , Marketing / Public Relations > Marketing Communication",32500
Jewelry designer,"","Chokas Jewelry Co., Ltd.",Pranakorn,Degree,1 year,"Full Time, Internship",Jewellery / Gems / Watches,"Design > Graphics , Design > Industrial / Product , Manufacturing > Gems & Jewelry",19000
Sales Executive WINES (Bangkok),"","POP FB CO., LTD.",Bangrak,Degree,N/A,"Contract, Full Time, Permanent",Trading and Distribution,"Hospitality / F & B > F & B , Hospitality / F & B > Management , Sales, CS & Business Devpt > Wholesale",20500
Project and Marketing Manager/ผู้ประสานงานโครงการ,Senior,English for Thais,Sathorn,Degree,3 years,Full Time,Charity / Social Services / Non-Profit Organisation,"Marketing / Public Relations > Management , Marketing / Public Relations > Marketing Communication , Marketing / Public Relations > Others",72500
Sales Representative (Eastern region)/เจ้าหน้าที่ฝ่ายขาย (เขตภาคตะวันออก),Entry Level,"Mamy Co., Ltd.",Eastern,Degree,2 years,Contract,Health & Beauty Care,"Sales, CS & Business Devpt > Account Servicing",30000
Purchasing Staff/เจ้าหน้าที่ฝ่ายจัดซื้อ,Entry Level,Designdelivery,Bangna,Degree,N/A,"Full Time, Permanent",Trading and Distribution,"Merchandising & Purchasing > Merchandising - Others , Merchandising & Purchasing > Procurement / Purchasing / Sourcing , Others > Student / Fresh Graduate / No Experience",27500
GA Senior Supervisor,Middle,JAC AYUTTHAYA,Central,Degree,N/A,"Full Time, Permanent",Human Resources Management / Consultancy,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Secretary / Personal Assistant , Admin & HR > Others",37500
Human Resource Manager/ผู้จัดการฝ่ายบุคคล,Senior,"Lamyong and Seaview Resort Co., Ltd.",Eastern > Others,Degree,3 years,"Full Time, Permanent",Hospitality / Catering,"Hospitality / F & B > Management , Admin & HR > Recruitment / Executive Search , Admin & HR > Training & Development",37500
Software Engineer,"",JAC International,Bangkok,Degree,3 years,"Full Time, Permanent",Information Technology,Information Technology (IT) > Application Specialist - Software,32500
Account Payable,Entry Level,C.I.T. CORPORATION LIMITED,Pomprab,Degree,2 years,"Full Time, Permanent",Wholesale / Retail,"Accounting > General Accounting , Accounting > Taxation , Accounting > Others",22500
Import,"","Smartcruit Consultant Co., Ltd.",Bangkok,Degree,2 years,"Full Time, Permanent",Motor Vehicles,"Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Sales Management , Transportation & Logistics > Export Import",27500
Administrative Officer/เจ้าหน้าที่ธุรการ(ส่วนงานอพาร์ทเมนท์),"","Thamsoonthorn Medical Center Co., Ltd.",Ratburana,Degree,1 year,Full Time,Medical / Pharmaceutical,Admin & HR > Administration / Operation / Clerical Support,16500
เจ้าหน้าจัดหาและสำรวจพื้นที่,Middle,"Cosmo Care Co.,Ltd.",Bangkok,(N/A),2 years,"Contract, Freelance, Full Time, Permanent",Health & Beauty Care,"Professional Services > Business Analysis / Data Analysis , Merchandising & Purchasing > Procurement / Purchasing / Sourcing",25000
SALES MANAGER,"",MOCAP Limited,Rajthevee,Degree,5 years,"Full Time, Permanent",Information Technology,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Sales Management , Sales, CS & Business Devpt > Others",62500
Programmer (JAVA)/โปรแกรมเมอร์จาวา,Entry Level,"Global Edge Asia Co., Ltd",Wattana,Degree,3 years,"Contract, Full Time, Permanent, Temporary",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Others",42500
HR Manager/ผู้จัดการแผนกทรัพยากรบุคคล,"",Jay Mart Public Company Limted,Sapan-suang,Degree,10 years,Full Time,Wholesale / Retail,"Admin & HR > Compensation & Benefits , Admin & HR > Recruitment / Executive Search , Admin & HR > Training & Development",57500
Full,Not Specified,"TONKLA CHIANGMAI CO., LTD.",Chiang Mai,Degree,1 year,"Contract, Full Time",Education,Education > Teacher,37500
Administrative officer/เจ้าหน้าที่ธุรการ (Chinese Speaking),"","C.K. Group Import and Export Co., Ltd.",Bangbor,Degree,N/A,"Full Time, Permanent",Trading and Distribution,Admin & HR > Administration / Operation / Clerical Support,20500
