title,level,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
Online Marketing/เจ้าหน้าที่การตลาด,Entry Level,"SKOOTAR BEYOND CO., LTD.",Wattana,Degree,2 years,"Full Time, Permanent",Freight Forwarding / Delivery / Shipping,"Media & Advertising > Strategic Planning , Information Technology (IT) > Internet / SEO , Marketing / Public Relations > Marketing General",30000
IT Support,"","NetDesign Host Co., Ltd.",Dindaeng,Degree,2 years,"Contract, Full Time, Permanent",Information Technology,Information Technology (IT) > Support,23000
Full Stack Web Developer,Middle,Gummy Bear Recruitment Company,Bangkok,Degree,2 years,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development",45000
HR,"","Tekster Global Co., Ltd.",lamlookka,Degree,5 years,Full Time,Wholesale / Retail,Admin & HR > Recruitment / Executive Search,30000
Administrative Officer,"",Iglu (Red Orange Co Ltd),Klongtoey,(N/A),2 years,Full Time,Information Technology,Admin & HR > Administration / Operation / Clerical Support,25000
System Analyst and Project Leader (Urgent Required),Middle,CTC Global (Thailand) Ltd.,Wattana,Degree,2 years,Full Time,Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > Network & System",45000
Branch Administator/เจ้าหน้าที่ดูแลสาขา,"",Banrakpasa Langauge School Pinklao/โรงเรียนบ้านรักภาษา สาขาปิ่นเกล้า,Bangkoknoi,High School Certificate,N/A,"Full Time, Permanent",Education,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Others",13000
Full Stack Web Developer (2 Position),"","Q Advertising Co., Ltd.",Phayathai,Degree,2 years,Full Time,Media / Publishing / Printing,Media & Advertising > Print Media,27500
Sales Executive,Entry Level,"Asian Asphalt Co., Ltd./บริษัท เอเชี่ยนแอสฟัลท์ จำกัด",Chiang Mai,Degree,2 years,"Full Time, Part Time, Permanent",Others,"Sales, CS & Business Devpt > Account Servicing",25000
รีเ่ชฟชั่น/เจ้าหน้าที่รีเชฟชั่น,Entry Level,"Eastiny Co., Ltd.",Chonburi,Diploma of High Vocational Education,1 year,Permanent,Hospitality / Catering,Hospitality / F & B > Management,11500
QA & Tester (ประจำโรงงานพระประแดง),"","Chan Wanich Co., Ltd.",Phrapradaeng,Degree,1 year,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Support , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Testing / QA",23000
Japanese Speaking,"",Adecco Phaholyothin Limited,Phrachinburi,Not Specified,5 years,Full Time,Manufacturing,Admin & HR > Administration / Operation / Clerical Support,72500
Japanese Speaking Sales Support (Food stuffs)/ผู้ช่วยฝ่ายขาย ภาษาญี่ปุ่น (ด้านอาหาร),"",JAC Recruitment Thailand,Bangkok,Degree,2 years,Permanent,Trading and Distribution,"Admin & HR > Administration / Operation / Clerical Support , Sales, CS & Business Devpt > Others , Professional Services > Translation",27500
Senior / Sales Manager (Exhibition sales,Not Specified,"Skillpower Services (Thailand) Co., Ltd.",Bangkok,Not Specified,Not Specified,Full Time,Others,"Sales, CS & Business Devpt > Business Development",80000
Head of Finance and Accounting (English speaking),"","Gogoprint (Thailand) Co., Ltd.",Phayathai,Degree,5 years,"Full Time, Permanent",Accounting / Audit / Tax Services,"Accounting > General Accounting , Accounting > Audit , Management > General Management",115000
Human Resource Officer/เจ้าหน้าที่ฝ่ายบุคคล,"","EIJI SKIN EXPERT CO., LTD.",Central,Degree,2 years,Full Time,Health & Beauty Care,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Others , Admin & HR > Recruitment / Executive Search",22500
Chef De Parti / Commis,Middle,"INVIBE Advisory Co., Ltd.",Wattana,High School Certificate,2 years,Full Time,Food and Beverage / Catering,"Hospitality / F & B > F & B , Hospitality / F & B > Operation , Hospitality / F & B > Others",25000
SEO and Social Media Specialist,Not Specified,"Fresh Digital (Thailand) Co., Ltd.",Chonburi,Degree,3 years,Full Time,Information Technology,"Media & Advertising > Others , Information Technology (IT) > Internet / SEO , Marketing / Public Relations > Copy-writing",37500
Production Engineering,Senior,"Park Chong Jute Mill Co., Ltd.",Nakhon Ratchasima,Degree,N/A,Permanent,Manufacturing,Manufacturing > General / Production,32500
Accountant/พนักงานบัญชี(มีประสพการ์ณ),"",PMP Machinery/พีเอ็มพี แมชชินเนอร์รี่,Suanluang,Diploma of High Vocational Education,2 years,Full Time,Industrial Machinery / Automation Equipment,Accounting > General Accounting,13000
Sales Representative (Event and Booth Channel),Entry Level,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Sales Management",27500
System Programmer,"","CRE (Thailand) Co., Ltd.",Huaykwang,Degree,2 years,Full Time,Management Consultancy / Service,Information Technology (IT) > Internet / SEO,40000
Senior Sales Manager/ผู้จัดการฝ่ายขายอาวุโส,"",Mister Loo (Thailand) Ltd./บริษัท มีสเตอร์ (ประเทศไทย) จำกัด,Prakanong,Not Specified,10 years,"Contract, Full Time, Permanent",Public Utilities,"Sales, CS & Business Devpt > Sales Management",125000
Senior C,"",Adecco Engineering & IT,Sathorn,Degree,3 years,"Full Time, Permanent",Engineering - Electrical / Electronic / Mechanical,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > DBA , Information Technology (IT) > Programming / Software Development",57500
Sales Executive,"","Green Life Printing House Co., Ltd.",Bangkhuntien,Degree,Not Specified,"Full Time, Permanent",Media / Publishing / Printing,"Sales, CS & Business Devpt > Account Servicing",42500
Leasing Manager (Retail Fashion Store) Thai and Chinese Speaking Only,Entry Level,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,2 years,Full Time,Clothing / Garment / Textile,"Sales, CS & Business Devpt > Business Development , Property > Property Consultancy , Property > Property Management",72500
Event Sales Manager (Restaurant experience),Middle,"Destination Eats Co., Ltd.",Wattana,Degree,3 years,Full Time,Hospitality / Catering,"Media & Advertising > Strategic Planning , Hospitality / F & B > F & B , Marketing / Public Relations > Event Marketing",50000
Junior/Senior Marketing Executive/เจ้าหน้าที่การตลาด,"","Teaching Toys Co., Ltd.",Huaykwang,Degree,1 year,"Full Time, Permanent",Education,"Marketing / Public Relations > Brand / Product Management , Marketing / Public Relations > Marketing General , Marketing / Public Relations > Marketing Communication",22500
Business Coordinator,"","Innofoods Co., Ltd.",Wattana,Degree,N/A,Full Time,General Business Services,"Admin & HR > Administration / Operation / Clerical Support , Marketing / Public Relations > Market Research , Sales, CS & Business Devpt > Others",20500
Accountant / เจ้าหน้าที่บัญชี,Entry Level,"The Spider Co., Ltd.",Bangkhuntien,Degree,N/A,"Full Time, Permanent",Clothing / Garment / Textile,"Accounting > General Accounting , Accounting > Others",13000
IT Operations Engineer,"","M.I.S. Outsourcing Co., Ltd.",Suanluang,Degree,3 years,Full Time,Information Technology,"Information Technology (IT) > Hardware , Information Technology (IT) > Support , Information Technology (IT) > Network & System",40000
Supervisor ( Restaurant )/หัวหน้างานบริการ,"","Mugendai Co., Ltd.",Bangkok,Degree,2 years,Full Time,Food and Beverage / Catering,"Transportation & Logistics > Others , Hospitality / F & B > F & B , Hospitality / F & B > Others",22500
Country Manager (Bangkok),"","The Hive Bangkok Co., Ltd.",Wattana,Degree,5 years,Full Time,Hospitality / Catering,"Sales, CS & Business Devpt > Customer Service , Management > General Management , Hospitality / F & B > Management",62500
Sales Support (Rangsit Branch),Entry Level,"Crestec (Thailand) Co., Ltd.",Klongluang,Degree,N/A,"Full Time, Permanent",Others,"Sales, CS & Business Devpt > Customer Service , Management > General Management , Manufacturing > Printing",18000
Electrical Maintenance Engineer/วิศวกรซ่อมบำรุงไฟฟ้า,"","Prompt Solutions Co., Ltd./บริษัท พร้อมท์ โซลูชั่น จำกัด",Jatuchak,Degree,3 years,Permanent,Others,Engineering > Maintenance,20500
System Analyst,Middle,"Pakgon Co., Ltd.",Bangkok,Degree,1 year,Full Time,Information Technology,"Information Technology (IT) > DBA , Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > Network & System",42500
Programmer (HR Department),Entry Level,Bangkok Produce Merchandising Public Company Limited,Bangrak,Degree,2 years,Full Time,Trading and Distribution,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Others",50000
Sales Representative (Event and Booth Channel),Entry Level,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Sales Management",27500
E,Entry Level,Central Retail Corporation Ltd. (JD ecommerce),Bangkok,Degree,2 years,Full Time,Wholesale / Retail,Admin & HR > Training & Development,40000
Project Coordinator/เจ้าหน้าที่ประสานการโปรเจ็ค,"","Thai Marano Travel Co., Ltd.",Bangkok Area - Nakornpatom,Degree,N/A,Full Time,Tourism / Travel Agency,"Hospitality / F & B > Operation , Hospitality / F & B > Others , Hospitality / F & B > Tourism / Travel Agency",21500
Sales Support (SAP) Contract Duration: 6 months,"","Staffers Recruitment Consultants Co., Ltd.",Sathorn,Not Specified,Not Specified,"Contract, Permanent, Temporary",Chemical / Plastic / Paper / Petrochemical,"Sales, CS & Business Devpt > Customer Service",25000
Senior Software Developer (Education Products & Services),"",Chanwanich Group/กลุ่มบริษัทจันวาณิชย์,Bangrak,Degree,3 years,"Full Time, Permanent",Information Technology,"Engineering > Electrical / Electronics , Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development",57500
Digital Marketer,"","TOP ENGLISH (THAILAND) CO., LTD.",Sathorn,Not Specified,Not Specified,Full Time,Education,"Marketing / Public Relations > Brand / Product Management , Marketing / Public Relations > Marketing General , Marketing / Public Relations > Marketing Communication",30000
Production Supervisor (Wangnoi Factory)/หัวหน้าผู้ควบคุมงานฝ่ายผลิต,"",Tipco Foods Public Company Limited,Ayutthaya,Degree,1 year,"Full Time, Permanent",Food and Beverage / Catering,"Engineering > Manufacturing & Production , Sciences, Lab, R&D > Food Science , Manufacturing > Manufacturing Management",25000
Accounting Assistant Manager (5+ yrs in AP,Middle,"Smartcruit Consultant Co., Ltd.",Bangkok,Degree,5 years,"Full Time, Permanent",Motor Vehicles,"Accounting > General Accounting , Accounting > Taxation , Accounting > Others",50000
Graphic Designer/เจ้าหน้าที่กราฟฟิก ดีไซเนอร์,Entry Level,A&P Siam Neo Group Public Company Limited,Dindaeng,Degree,1 year,"Full Time, Permanent",Motor Vehicles,"Design > Graphics , Design > Others , Media & Advertising > Print Media",23000
Safety Manager (FMCG),"","J.S.Technical Services Co., Ltd.",Others,Degree,10 years,Permanent,Chemical / Plastic / Paper / Petrochemical,"Engineering > Health / Safety / Environmental , Engineering > Industrial , Management > Top Executives (CEO, CFO, CTO, GM, MD etc.)",125000
Account Manager,Middle,Page Group Thailand,Bangkok,Degree,5 years,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Media & Advertising > Creative / Design , Media & Advertising > Others",95000
