title,level,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
Electrical Engineer,Middle,"Chai Machinery Supply Co., Ltd.",Klongluang,Degree,3 years,Permanent,Industrial Machinery,Manufacturing,25000
Marketing (Food Product),Entry Level,"Thai Nippon Foods Co., Ltd.",Pathumwan,Degree,2 years,"Full Time, Permanent",Manufacturing,Others,27500
Art Director,"",Beautrium Company Limited,Pathumwan,Degree,5 years,Full Time,Health & Beauty Care,Visual Merchandising,50000
Sales Assistant/พนักงานขาย,"","THE OBJECT ROOM CO., LTD.",Klongtoey,Not Specified,Not Specified,Full Time,Wholesale,CS & Business Devpt,20500
Programmer/Developer,Entry Level,R T S (2003) Company Limited,Bangkok,Degree,2 years,Full Time,Information Technology,Information Technology (IT),32500
Assistant Chef / Waiter / Barista  /ผู้ช่วยเชฟ / พนักงานเสิร์ฟ / บาริสต้า,Entry Level,Seoul Light Bistro&Bar,Yannawa,(N/A),N/A,Full Time,Catering,Hospitality,16500
LEAD ACCOUNTANT [100K+],Senior,JAC International,Bangkok,Degree,5 years,"Full Time, Permanent",Trading and Distribution,Audit,140000
HR Officer (1 Position)/เจ้าหน้าที่ฝ่ายทรัพยากรบุคคล (1 Position),"",Megachem (Thailand) PCL.,Ladkrabang,Degree,1 year,"Full Time, Permanent",Petrochemical,Training & Development,32500
Sales CCTV/พนักงานขาย CCTV (Sales),Entry Level,"EP Technology Co., Ltd.",Bangkor-laem,Degree,N/A,Full Time,Electrical Equipment,CS & Business Devpt,21500
Administrator,"","Skillpower Services (Thailand) Co., Ltd.",Pathumwan,Degree,2 years,"Contract, Full Time, Permanent, Temporary",Paper,Clerical Support,27500
Sales Representative (Event and Booth Channel),"","Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Public Relations,Sales,27500
Digital Marketing Manager,"",American Global Taxplan Limited,Pathumwan,Degree,2 years,Full Time,Audit,Marketing,30000
Human Resource & Administration Officer,"","S.M.Chemical Supplies Co., Ltd.",Bangkapi,Degree,2 years,Full Time,Petrochemical,Admin & HR,18000
Head of Accounting and Finance/หัวหน้าฝ่ายบัญชีและงบประมาณ,"",National Savings Fund,Phayathai,Degree,5 years,"Full Time, Permanent",Audit,Accounting,67500
Purchasing & Store manager (Food and Beverage),Senior,"MAGURO GROUP CO., LTD.",Bangkok,Degree,5 years,Permanent,Catering,Hospitality,45000
Sales Engineer,"","Sirayooth Co., Ltd./บริษัท ศิรายุทธ จำกัด",Kannayao,Degree,N/A,Permanent,Mechanical,CS & Business Devpt,20500
Sales and Marketing Officer /เจ้าหน้าที่ฝ่ายขายและการตลาด,"","The Coffee Bean Roasting Co.,Ltd.",Ladprao,Degree,5 years,"Full Time, Permanent",Catering,Sales,25000
Sales Representative (Event and Booth Channel),Entry Level,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Public Relations,Marketing,27500
Quality Assurance Engineer (fresh graduate welcome),Entry Level,RSM Recruitment (Thailand) Limited,Chachoengsao,Degree,1 year,Full Time,Human Resources Management,Engineering,25000
Programmer,"","Hatari Wireless Co., Ltd.",Pathumwan,Degree,2 years,Permanent,Electronics,Software Development,20500
Accountant / เจ้าหน้าบัญชี,"","DataExpert (Thailand) Co., Ltd.",Prakket,Degree,N/A,"Full Time, Permanent",Automation Equipment,Credit Control,19000
Business Developer / Account Manager (Based in Koh Samui),Entry Level,"Navigo Samui Co., Ltd.",Surat Thani,Degree,N/A,Full Time,Travel Agency,Marketing General,27500
Business Analyst (SAP B1 experienced),"",en world Thailand,Bangkok,Degree,5 years,"Full Time, Permanent",Construction,Information Technology (IT),50000
Business Development Executive,Entry Level,Augmentis (Thailand) Limited,Bangkok,High School Certificate,N/A,"Contract, Freelance, Full Time, Part Time, Permanent",Information Technology,Public Relations,18000
Sales Representative,"","Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Public Relations,CS & Business Devpt,27500
Site Finder / Store Development,Not Specified,Manarco Recruitment Limited,Bangkok,Degree,3 years,"Full Time, Permanent",Retail,Property Management,95000
Accounting Assistant Manager (5 yrs in AP,"","Smartcruit Consultant Co., Ltd.",Bangkok,Degree,5 years,"Full Time, Permanent",Motor Vehicles,Others,50000
Sales & Marketing Executive,"","GLOBAL PREMIUM WINE CO., LTD.",Bangna,Degree,2 years,Full Time,Food and Beverage,CS & Business Devpt,30000
IT SUPPORT,Middle,"Unitywewell Co., Ltd.",Ladprao,Master,3 years,Full Time,Petrochemical,Support,22500
Senior Buyer,"","Aydia Creation 2015 Co., Ltd.",Prakanong,Degree,5 years,"Full Time, Permanent",Retail,Garment,50000
Draftman /ดราฟท์แมนก่อสร้าง,Entry Level,"WASUTORN LAND CO., LTD.",Chonburi,Not Specified,Not Specified,"Full Time, Permanent",Property Development,Building & Construction,16500
Software Developer /นักพัฒนาซอฟต์แวร์ (3 อัตรา),"","Emwork Group Co., Ltd.",Huaykwang,Degree,1 year,"Contract, Freelance, Full Time, Part Time, Permanent, Temporary",Others,Software Development,25500
Administration/ธุรการ,Entry Level,"Fresh Direct (Thailand) Co., Ltd.",Prakanong,Diploma of High Vocational Education,N/A,"Full Time, Permanent",Catering,Administration,20500
SALES EXECUTIVE OR SR SALES EXECUTIVE,Entry Level,Mecomb (Thailand) Limited,Wattana,Degree,3 years,"Full Time, Permanent",Electronics,CS & Business Devpt,32500
Graphic Designer,"","In Chern Trading Co., Ltd.",Samutprakarn > Muang,(N/A),N/A,Full Time,Wholesale,Journalism,25000
Sales Administrator,Entry Level,"THE KEY 888 REAL ESTATE CO., LTD.",Chonburi,Degree,N/A,Full Time,Property Development,Operation,20500
Sales Executive (2 yrs+ exp in IT,"","Smartcruit Consultant Co., Ltd.",Bangkok Area - Nonthaburi,Degree,2 years,"Full Time, Permanent",Information Technology,Account Servicing,32500
Assistant Business Development Manager (Property),Middle,PM Group Company Limited,Klongtoey,Degree,5 years,"Full Time, Permanent",Property Development,Property Management,50000
Administrative & HR Officer/เจ้าหน้าที่ฝ่ายบุคคลและธุรการทั่วไป,"","QBD Technologies Co., Ltd./บริษัท คิวบีดี เทคโนโลยีส์ จำกัด",Bangplee,Degree,3 years,"Contract, Full Time",Manufacturing,Merchandising & Purchasing,27500
Business Development Manager (Cosmetics)/ผู้จัดการฝ่ายพัฒนาธุรกิจ (เครื่องสำอาง),"","IDEABOY RECRUITMENT CO., LTD.",Bangsue,Degree,3 years,Full Time,Health & Beauty Care,Laboratory,57500
เจ้าหน้าที่รับประกันภัย (ระดับ Junior,"",Dhipaya Insurance Public Company Limited,Others,Degree,5 years,"Full Time, Permanent",Pension Funding,Underwriter,32500
Accounting Officer/พนักงานบัญชี,"",Storylog/บริษัท สตอรี่ล็อก จำกัด,Wattana,Degree,Not Specified,Full Time,Information Technology,Accounting,22500
Java Programmer,"","ADI Resourcing Co., Ltd.",Bangkok,Degree,3 years,"Contract, Full Time, Permanent",Information Technology,Software Development,50000
Database Analyst and Salesforce Specialist,"","Tangible Solutions Co., Ltd.",Wattana,Degree,3 years,Full Time,Advertising,Information Technology (IT),45000
Social Media cum Customer Service Executive,"","Ajmal International Trading Co., Ltd.",Wattana,Degree,4 years,"Full Time, Permanent",Retail,CS & Business Devpt,40000
HOTEL REVENUE MANAGER/ผู้จัดการทางด้านการจัดการรายได้ ของโรงแรม,Middle,Global Rooms LTD.,Bangrak,Degree,2 years,"Full Time, Permanent",Catering,Travel Agency,52500
Admin Acc,"","PENGUIN DIGITAL CO., LTD.",Thonburi,Degree,N/A,"Full Time, Permanent",Catering,Sales,14500
Chinese Coordinator (Fresh graduates are welcome) /เจ้าหน้าที่ประสานงานต่างประเทศ (ภาษาจีน),"","President Automobile Industries Co ., Ltd./บริษัท เพรสซิเด้นท์ ออโตโมบิล อินดัสทรีส์ จำกัด",Bangkok Area - Samutsakorn,Degree,N/A,"Full Time, Permanent",Manufacturing,Sales,20500
Lead Architect,"","Archetype Engineering Consultants Co., Ltd.",Bangrak,Degree,10 years,Permanent,Architecture,Industrial,62500
Video Editor Officer,"",Central Group (Supporting Unit),Bangrak,Degree,1 year,"Full Time, Permanent",Retail,Video,25000
GA Senior Supervisor,Middle,JAC AYUTTHAYA,Central,Degree,N/A,"Full Time, Permanent",Consultancy,Others,37500
Marketing Manager (5+ yrs in Digital Marketing,"","Smartcruit Consultant Co., Ltd.",Bangkok,Degree,5 years,"Full Time, Permanent",Engineering - Others,Marketing,80000
Sale Representative (IUME)/เจ้าหน้าที่บริหารแบรนด์ทางการขายและการตลาด,Entry Level,"Ultimate International Marketing Co.,Ltd.",Bangkok,Degree,N/A,"Contract, Full Time",Public Relations,Public Relations,22500
Asst. Purchase Manager (Domestics),"",Cosmo Group Public Company Limited,Bangkok,Degree,5 years,Full Time,Watches,Industrial,45000
IT Supervisor,Middle,NL Development Public Company Limited,Bangplad,Degree,3 years,"Full Time, Permanent","Engineering - Building, Civil, Construction",Information Technology (IT),37500
Brand Ambassador (Event Channel)/เจ้าหน้าที่ประชาสัมพันธ์แบรนด์และส่งเสริมการขายประจำอีเว้นท์,Entry Level,Perfect Professional Group,Bangkok,(N/A),N/A,"Freelance, Full Time, Internship",Advertising,Marketing,20500
Business Coordinator,"","Innofoods Co., Ltd.",Wattana,Degree,N/A,Full Time,General Business Services,CS & Business Devpt,20500
Accounting Supporter,Entry Level,"DCF Healthcare Co., Ltd.",Phayathai,Degree,2 years,Full Time,Medical,Others,30000
System Engineer,"","M.I.S. Outsourcing Co., Ltd.",Sathorn,Degree,3 years,Contract,Others,Information Technology (IT),62500
Sales Representative (Cosmetics)/พนักงานขาย(เซลล์)กทม,"","Skin Care Product (Thailand) Co., Ltd./บริษัท สกิน แคร์ โปรดักส์ (ประเทศไทย) จำกัด",Others,(N/A),N/A,"Full Time, Permanent",Health & Beauty Care,Others,40000
Senior C,"",Adecco Engineering & IT,Sathorn,Degree,3 years,"Full Time, Permanent",Engineering - Electrical,Software Development,57500
Night Club Marketing / Public Relation Officer,"","E.G.C. Entertainment Group Co,.Ltd",Chonburi,(N/A),N/A,"Full Time, Permanent",Catering,F & B,18000
Project & Program Manager,"",Robert Walters Thailand,Bangkok,Degree,7 years,"Full Time, Permanent",Human Resources Management,Manufacturing Management,80000
Sales Representative/เจ้าหน้าที่การตลาด,"","Chookwun Furnish Co., Ltd./บริษัท ชูขวัญ เฟอร์นิช จำกัด",Chonburi,Diploma of High Vocational Education,1 year,Permanent,Manufacturing,Sales Engineer,37500
เจ้าหน้าที่บัญชี (ประจำสำนักงานใหญ่),"","PPM Management Co., Ltd.",Wattana,Degree,2 years,Full Time,Management Consultancy,General Accounting,25000
Senior Human Resource Officer/ Human Resource Officer (3 Positions),"","Nexus System Resources Co., Ltd.",Suanluang,Degree,5 years,"Full Time, Permanent",Information Technology,Admin & HR,37500
Android Developer,"",Digital Endpoint Ltd,Phayathai,Degree,N/A,"Full Time, Permanent",Information Technology,Information Technology (IT),52500
Brand Ambassador/เจ้าหน้าที่บริหารแบรนด์ทางการตลาด,"","Ultimate International Marketing Co.,Ltd.",Bangkok,Degree,N/A,"Contract, Full Time",Advertising,Marketing,22500
Java Developer (40K,Middle,"Saitech Solution Co., Ltd.",Huaykwang,Degree,3 years,"Full Time, Permanent",Consultancy,Information Technology (IT),57500
General Consultant (Real Estate & Japanese Expat Support),Middle,"Relocation International (Thailand) Co., Ltd./รีโลเคชั่นอินเตอร์เนชั่นแนล ไทยแลนด์",Klongtoey,Diploma of High Vocational Education,3 years,"Contract, Full Time",Property Management,Property,27500
Software Tester,"","Manpower Professional and Executive Recruitment Co., Ltd",Bangrak,Not Specified,Not Specified,"Full Time, Permanent",Consultancy,QA,32500
ผู้ช่วยหัวหน้าฝ่ายบัญชี / Accounting Assistant Manager (ได้เรียนรู้เยอะ และ โตเร็ว),"","Micron Promotion Co., Ltd.",Chomthong,Diploma of High Vocational Education,1 year,"Full Time, Permanent",Manufacturing,Corporate Finance,20500
เจ้าหน้าที่ฝ่ายบัญชี/ธุรการ (Account/Admin Operation Officer)/เจ้าหน้าที่ฝ่ายบัญชี/ธุรการ,"","Songyos Clinic Co., Ltd.",Dindaeng,Degree,N/A,Full Time,Medical,Operation,20500
พนักงานขายกล้อง (CM)  2  อัตรา,"",CHIANG MAI SIAM T. V. COMPANY LIMITED,Chiang Mai,Diploma of High Vocational Education,2 years,"Full Time, Permanent",Retail,Customer Service,18000
Technical Manager,"",Vinarco Services (Thailand) Limited,Jatuchak,Not Specified,Not Specified,"Full Time, Permanent",Electrical Equipment,Others,105000
Order to Cash  (English Speaking),"",Solvay Asia Pacific Company Limited,Pathumwan,Degree,N/A,"Full Time, Permanent",Petrochemical,General Accounting,25000
Digital Marketing,Middle,"Step Solutions Co., Ltd.",Meenburi,Degree,N/A,"Full Time, Permanent",Engineering - Electrical,Public Relations,30000
Sales Executive / เจ้าหน้าที่บริหารงานขาย,Entry Level,Land and Houses Public Company Limited,Bangkok,Degree,N/A,Full Time,Property Development,CS & Business Devpt,20500
Key Account Management Associate,"",Ninja Logistics (Thailand) Limited.,Prakanong,Degree,2 years,"Full Time, Permanent",Delivery,Transportation & Logistics,30000
IT Support/เจ้าหน้าที่ไอที,Entry Level,"Digital Focus Co., Ltd.",Ladprao,Degree,1 year,Permanent,Trading and Distribution,Information Technology (IT),14500
Production Shift Supervisor,Middle,"Skillpower Services (Thailand) Co., Ltd.",Rayong,Degree,3 years,Permanent,Motor Vehicles,Engineering,30000
Business Developer / Account Manager (Based in Koh Samui),Entry Level,"Navigo Samui Co., Ltd.",Surat Thani,Degree,N/A,Full Time,Tourism,Business Development,27500
Sales Engineer / Senior Sales Engineer,Entry Level,DSK Technlogies Pte Ltd,Bangkok,Diploma of High Vocational Education,N/A,"Full Time, Permanent",Mechanical,CS & Business Devpt,30000
Sales Engineer,Entry Level,"San Ho (Thailand) Co., Ltd.",Bangbon,Diploma of High Vocational Education,N/A,Permanent,Automation Equipment,Engineering,23000
Human Resources Officer/เจ้าหน้าที่ฝ่ายทรัพยากรบุคคล,Entry Level,"Double Enjoy Travel Co., Ltd./บริษัท ดับเบิ้ล เอ็นจอย ทราเวล จำกัด",Beungkum,Degree,1 year,"Contract, Full Time, Permanent",Tourism,Compensation & Benefits,18000
